ensembl_transcript_id	ensembl_gene_id
FBtr0087984	FBgn0033686
FBtr0071765	FBgn0034700
FBtr0091729	FBgn0053731
FBtr0082997	FBgn0038268
FBtr0344378	FBgn0038268
FBtr0114533	FBgn0038268
FBtr0299831	FBgn0052343
FBtr0332840	FBgn0052343
FBtr0309236	FBgn0052343
FBtr0299838	FBgn0052343
FBtr0346241	FBgn0267152
FBtr0345396	FBgn0266770
FBtr0088348	FBgn0033507
FBtr0112407	FBgn0085243
FBtr0082644	FBgn0042207
FBtr0080288	FBgn0051864
FBtr0339524	FBgn0051864
FBtr0113541	FBgn0083037
FBtr0083164	FBgn0038353
FBtr0334027	FBgn0038353
FBtr0346772	FBgn0267433
FBtr0303105	FBgn0035267
FBtr0072773	FBgn0035267
FBtr0310623	FBgn0035267
FBtr0334072	FBgn0035267
FBtr0303104	FBgn0035267
FBtr0085710	FBgn0039805
FBtr0334999	FBgn0264914
FBtr0076547	FBgn0035956
FBtr0113259	FBgn0250820
FBtr0084017	FBgn0250820
FBtr0300449	FBgn0015829
FBtr0073234	FBgn0015829
FBtr0300594	FBgn0028875
FBtr0309867	FBgn0028875
FBtr0080594	FBgn0028875
FBtr0308237	FBgn0004028
FBtr0308235	FBgn0004028
FBtr0074521	FBgn0004028
FBtr0074520	FBgn0004028
FBtr0074524	FBgn0004028
FBtr0336897	FBgn0004028
FBtr0336895	FBgn0004028
FBtr0074525	FBgn0004028
FBtr0074526	FBgn0004028
FBtr0308236	FBgn0004028
FBtr0074523	FBgn0004028
FBtr0336896	FBgn0004028
FBtr0074522	FBgn0004028
FBtr0100836	FBgn0260454
FBtr0081795	FBgn0037552
FBtr0334738	FBgn0264834
FBtr0075122	FBgn0002901
FBtr0075539	FBgn0036534
FBtr0100528	FBgn0036534
FBtr0075538	FBgn0036534
FBtr0304975	FBgn0036534
FBtr0344314	FBgn0266402
FBtr0339104	FBgn0265185
FBtr0339105	FBgn0265185
FBtr0087624	FBgn0033860
FBtr0343422	FBgn0262546
FBtr0071175	FBgn0030035
FBtr0340538	FBgn0265667
FBtr0302211	FBgn0044020
FBtr0088085	FBgn0044020
FBtr0081878	FBgn0037602
FBtr0082006	FBgn0040534
FBtr0330229	FBgn0260866
FBtr0071837	FBgn0260866
FBtr0343755	FBgn0266177
FBtr0331279	FBgn0264260
FBtr0077303	FBgn0011280
FBtr0077304	FBgn0011280
FBtr0113513	FBgn0083054
FBtr0346363	FBgn0267207
FBtr0078147	FBgn0031227
FBtr0086269	FBgn0050151
FBtr0333080	FBgn0035719
FBtr0333078	FBgn0035719
FBtr0333079	FBgn0035719
FBtr0113150	FBgn0035719
FBtr0333077	FBgn0035719
FBtr0087240	FBgn0015754
FBtr0087236	FBgn0015754
FBtr0087241	FBgn0015754
FBtr0304747	FBgn0015754
FBtr0337089	FBgn0265167
FBtr0086328	FBgn0043533
FBtr0086433	FBgn0053441
FBtr0085568	FBgn0039752
FBtr0339182	FBgn0039752
FBtr0085569	FBgn0039752
FBtr0091798	FBgn0065058
FBtr0085091	FBgn0003267
FBtr0085090	FBgn0003267
FBtr0085191	FBgn0039532
FBtr0085192	FBgn0039532
FBtr0085193	FBgn0039532
FBtr0077415	FBgn0031633
FBtr0336961	FBgn0031633
FBtr0070148	FBgn0015288
FBtr0300572	FBgn0015765
FBtr0084580	FBgn0015765
FBtr0084581	FBgn0015765
FBtr0303712	FBgn0261531
FBtr0073333	FBgn0035547
FBtr0086663	FBgn0034330
FBtr0347008	FBgn0028331
FBtr0347009	FBgn0028331
FBtr0071470	FBgn0028331
FBtr0076727	FBgn0035847
FBtr0076726	FBgn0035847
FBtr0074047	FBgn0030660
FBtr0340344	FBgn0030660
FBtr0073892	FBgn0030540
FBtr0343143	FBgn0030540
FBtr0089741	FBgn0019828
FBtr0305962	FBgn0019828
FBtr0089742	FBgn0019828
FBtr0343924	FBgn0266257
FBtr0078401	FBgn0002842
FBtr0087934	FBgn0033741
FBtr0346174	FBgn0267098
FBtr0086337	FBgn0043532
FBtr0303458	FBgn0043532
FBtr0339903	FBgn0260660
FBtr0306638	FBgn0260660
FBtr0308094	FBgn0260660
FBtr0301114	FBgn0260660
FBtr0301958	FBgn0260660
FBtr0301107	FBgn0260660
FBtr0301105	FBgn0260660
FBtr0301106	FBgn0260660
FBtr0301109	FBgn0260660
FBtr0309957	FBgn0260660
FBtr0301110	FBgn0260660
FBtr0339904	FBgn0260660
FBtr0301108	FBgn0260660
FBtr0301113	FBgn0260660
FBtr0301111	FBgn0260660
FBtr0339905	FBgn0260660
FBtr0333377	FBgn0035152
FBtr0333378	FBgn0035152
FBtr0333379	FBgn0035152
FBtr0072611	FBgn0035152
FBtr0113219	FBgn0261808
FBtr0113218	FBgn0261808
FBtr0113220	FBgn0261808
FBtr0335219	FBgn0261808
FBtr0335218	FBgn0261808
FBtr0335220	FBgn0261808
FBtr0076217	FBgn0052076
FBtr0073050	FBgn0035427
FBtr0331457	FBgn0035427
FBtr0331458	FBgn0035427
FBtr0074446	FBgn0030834
FBtr0082144	FBgn0037762
FBtr0303077	FBgn0261682
FBtr0339357	FBgn0033309
FBtr0088730	FBgn0033309
FBtr0113190	FBgn0037223
FBtr0072237	FBgn0003401
FBtr0346125	FBgn0030460
FBtr0346124	FBgn0030460
FBtr0073737	FBgn0030460
FBtr0339169	FBgn0265196
FBtr0080865	FBgn0032585
FBtr0083519	FBgn0038558
FBtr0308497	FBgn0038558
FBtr0075600	FBgn0036505
FBtr0075599	FBgn0036505
FBtr0073202	FBgn0263832
FBtr0072451	FBgn0050428
FBtr0343515	FBgn0050428
FBtr0345249	FBgn0037262
FBtr0078856	FBgn0037262
FBtr0305312	FBgn0037262
FBtr0078857	FBgn0037262
FBtr0336456	FBgn0037262
FBtr0304342	FBgn0262251
FBtr0304341	FBgn0262251
FBtr0346752	FBgn0267491
FBtr0076294	FBgn0036083
FBtr0340541	FBgn0032445
FBtr0080394	FBgn0032445
FBtr0333859	FBgn0016081
FBtr0301435	FBgn0016081
FBtr0076417	FBgn0016081
FBtr0333858	FBgn0016081
FBtr0333860	FBgn0016081
FBtr0306242	FBgn0016081
FBtr0306241	FBgn0016081
FBtr0306240	FBgn0016081
FBtr0307103	FBgn0263087
FBtr0308135	FBgn0263087
FBtr0080957	FBgn0032620
FBtr0300309	FBgn0259963
FBtr0089303	FBgn0011909
FBtr0083733	FBgn0010768
FBtr0339819	FBgn0029941
FBtr0303415	FBgn0029941
FBtr0339820	FBgn0029941
FBtr0089712	FBgn0029941
FBtr0113534	FBgn0082932
FBtr0081977	FBgn0037670
FBtr0339168	FBgn0037670
FBtr0344663	FBgn0031414
FBtr0344662	FBgn0031414
FBtr0081596	FBgn0001112
FBtr0346784	FBgn0267439
FBtr0077618	FBgn0031467
FBtr0301064	FBgn0032120
FBtr0301065	FBgn0032120
FBtr0089854	FBgn0032120
FBtr0089853	FBgn0032120
FBtr0345727	FBgn0266873
FBtr0077756	FBgn0031409
FBtr0347194	FBgn0267690
FBtr0305570	FBgn0262732
FBtr0330137	FBgn0262732
FBtr0305569	FBgn0262732
FBtr0075394	FBgn0262732
FBtr0075393	FBgn0262732
FBtr0086967	FBgn0263864
FBtr0086968	FBgn0263864
FBtr0085163	FBgn0039508
FBtr0344599	FBgn0262897
FBtr0345647	FBgn0034081
FBtr0344527	FBgn0034081
FBtr0302550	FBgn0002783
FBtr0083238	FBgn0002783
FBtr0072235	FBgn0034915
FBtr0339139	FBgn0039028
FBtr0086349	FBgn0053357
FBtr0309750	FBgn0086533
FBtr0302864	FBgn0261573
FBtr0302859	FBgn0261573
FBtr0307903	FBgn0261573
FBtr0302860	FBgn0261573
FBtr0336667	FBgn0261573
FBtr0307902	FBgn0261573
FBtr0302863	FBgn0261573
FBtr0307901	FBgn0261573
FBtr0302862	FBgn0261573
FBtr0302861	FBgn0261573
FBtr0088380	FBgn0050008
FBtr0345783	FBgn0266914
FBtr0077222	FBgn0025882
FBtr0110837	FBgn0051201
FBtr0340080	FBgn0265530
FBtr0331529	FBgn0037026
FBtr0078272	FBgn0037026
FBtr0331528	FBgn0037026
FBtr0308355	FBgn0266568
FBtr0308357	FBgn0266568
FBtr0308358	FBgn0266568
FBtr0303213	FBgn0266568
FBtr0308354	FBgn0266568
FBtr0308359	FBgn0266568
FBtr0308360	FBgn0266568
FBtr0308356	FBgn0266568
FBtr0331857	FBgn0263456
FBtr0344240	FBgn0263456
FBtr0309277	FBgn0263456
FBtr0344242	FBgn0263456
FBtr0344239	FBgn0263456
FBtr0344241	FBgn0263456
FBtr0309280	FBgn0263456
FBtr0344238	FBgn0263456
FBtr0309276	FBgn0263456
FBtr0309278	FBgn0263456
FBtr0344555	FBgn0029761
FBtr0344557	FBgn0029761
FBtr0344556	FBgn0029761
FBtr0301951	FBgn0029761
FBtr0301952	FBgn0029761
FBtr0331602	FBgn0029761
FBtr0300467	FBgn0029761
FBtr0331603	FBgn0029761
FBtr0301953	FBgn0029761
FBtr0331604	FBgn0029761
FBtr0301950	FBgn0029761
FBtr0301949	FBgn0029761
FBtr0301954	FBgn0029761
FBtr0344558	FBgn0029761
FBtr0100884	FBgn0013678
FBtr0083743	FBgn0038691
FBtr0081810	FBgn0011960
FBtr0086854	FBgn0063379
FBtr0087796	FBgn0033789
FBtr0347329	FBgn0267765
FBtr0307065	FBgn0011760
FBtr0070707	FBgn0011760
FBtr0070704	FBgn0011760
FBtr0070706	FBgn0011760
FBtr0088460	FBgn0027580
FBtr0088462	FBgn0027580
FBtr0088457	FBgn0027580
FBtr0088456	FBgn0027580
FBtr0088459	FBgn0027580
FBtr0088461	FBgn0027580
FBtr0088454	FBgn0027580
FBtr0088455	FBgn0027580
FBtr0088458	FBgn0027580
FBtr0300850	FBgn0027580
FBtr0346504	FBgn0267285
FBtr0308072	FBgn0039232
FBtr0084701	FBgn0039232
FBtr0084702	FBgn0039232
FBtr0340050	FBgn0030293
FBtr0340049	FBgn0030293
FBtr0073453	FBgn0030293
FBtr0342946	FBgn0265959
FBtr0342949	FBgn0265959
FBtr0342947	FBgn0265959
FBtr0342948	FBgn0265959
FBtr0087537	FBgn0010241
FBtr0074022	FBgn0030624
FBtr0074021	FBgn0030624
FBtr0306904	FBgn0263023
FBtr0082391	FBgn0037902
FBtr0303786	FBgn0004228
FBtr0334084	FBgn0004228
FBtr0075602	FBgn0004228
FBtr0333447	FBgn0027082
FBtr0072948	FBgn0027082
FBtr0078212	FBgn0001323
FBtr0346815	FBgn0001323
FBtr0082826	FBgn0038180
FBtr0333776	FBgn0264679
FBtr0074312	FBgn0010412
FBtr0074311	FBgn0010412
FBtr0345129	FBgn0010412
FBtr0074313	FBgn0010412
FBtr0340149	FBgn0010412
FBtr0088378	FBgn0033459
FBtr0088377	FBgn0033459
FBtr0344884	FBgn0046297
FBtr0308944	FBgn0046297
FBtr0086331	FBgn0050218
FBtr0308705	FBgn0045073
FBtr0303567	FBgn0045073
FBtr0345134	FBgn0045073
FBtr0074159	FBgn0045073
FBtr0075976	FBgn0036288
FBtr0332645	FBgn0036288
FBtr0332647	FBgn0036288
FBtr0332646	FBgn0036288
FBtr0339533	FBgn0034725
FBtr0071823	FBgn0034725
FBtr0070896	FBgn0028982
FBtr0340027	FBgn0028982
FBtr0304048	FBgn0259214
FBtr0300558	FBgn0259214
FBtr0300559	FBgn0259214
FBtr0304046	FBgn0259214
FBtr0300556	FBgn0259214
FBtr0304050	FBgn0259214
FBtr0300554	FBgn0259214
FBtr0300555	FBgn0259214
FBtr0300557	FBgn0259214
FBtr0304049	FBgn0259214
FBtr0304047	FBgn0259214
FBtr0307066	FBgn0033271
FBtr0088809	FBgn0033271
FBtr0307067	FBgn0033271
FBtr0301176	FBgn0260722
FBtr0301250	FBgn0260722
FBtr0301249	FBgn0260722
FBtr0301248	FBgn0260722
FBtr0330686	FBgn0264081
FBtr0335464	FBgn0264081
FBtr0073790	FBgn0030479
FBtr0304001	FBgn0030479
FBtr0339838	FBgn0030479
FBtr0301746	FBgn0039707
FBtr0339143	FBgn0039707
FBtr0301745	FBgn0039707
FBtr0301312	FBgn0037292
FBtr0073641	FBgn0030366
FBtr0342732	FBgn0030366
FBtr0086828	FBgn0040294
FBtr0347334	FBgn0267770
FBtr0113526	FBgn0083045
FBtr0071662	FBgn0034644
FBtr0071661	FBgn0034644
FBtr0070316	FBgn0023510
FBtr0344155	FBgn0023510
FBtr0347096	FBgn0267641
FBtr0340506	FBgn0265640
FBtr0086013	FBgn0011888
FBtr0302176	FBgn0033463
FBtr0088450	FBgn0033463
FBtr0331955	FBgn0033463
FBtr0302856	FBgn0039003
FBtr0084334	FBgn0039003
FBtr0086139	FBgn0033096
FBtr0070032	FBgn0031086
FBtr0303281	FBgn0261805
FBtr0088029	FBgn0033650
FBtr0084736	FBgn0051118
FBtr0087700	FBgn0033844
FBtr0087699	FBgn0033844
FBtr0332928	FBgn0033844
FBtr0305993	FBgn0033844
FBtr0070072	FBgn0000022
FBtr0073728	FBgn0052640
FBtr0346109	FBgn0038337
FBtr0083105	FBgn0038337
FBtr0083106	FBgn0038337
FBtr0112801	FBgn0000542
FBtr0112802	FBgn0000542
FBtr0070606	FBgn0000542
FBtr0344657	FBgn0262825
FBtr0070992	FBgn0029885
FBtr0344194	FBgn0266380
FBtr0076648	FBgn0035916
FBtr0082286	FBgn0037843
FBtr0302202	FBgn0037843
FBtr0072972	FBgn0035375
FBtr0333442	FBgn0035375
FBtr0072973	FBgn0035375
FBtr0087784	FBgn0002069
FBtr0332882	FBgn0002069
FBtr0339391	FBgn0002069
FBtr0340648	FBgn0265715
FBtr0330159	FBgn0004449
FBtr0306107	FBgn0004449
FBtr0078509	FBgn0004449
FBtr0070035	FBgn0031082
FBtr0310051	FBgn0036730
FBtr0075223	FBgn0036730
FBtr0301512	FBgn0083977
FBtr0306243	FBgn0083977
FBtr0301077	FBgn0083977
FBtr0301076	FBgn0083977
FBtr0100842	FBgn0053534
FBtr0078528	FBgn0037185
FBtr0071450	FBgn0030206
FBtr0307487	FBgn0030206
FBtr0076252	FBgn0036111
FBtr0076251	FBgn0036111
FBtr0076250	FBgn0036111
FBtr0087847	FBgn0033767
FBtr0087848	FBgn0033767
FBtr0331976	FBgn0033767
FBtr0331975	FBgn0033767
FBtr0078630	FBgn0037377
FBtr0087137	FBgn0034104
FBtr0345929	FBgn0034455
FBtr0086464	FBgn0034455
FBtr0077628	FBgn0031476
FBtr0087658	FBgn0011882
FBtr0073871	FBgn0011953
FBtr0076571	FBgn0000357
FBtr0343816	FBgn0266207
FBtr0083493	FBgn0051568
FBtr0074701	FBgn0030985
FBtr0339943	FBgn0265496
FBtr0087223	FBgn0010052
FBtr0301751	FBgn0010052
FBtr0340021	FBgn0010052
FBtr0112817	FBgn0003041
FBtr0076774	FBgn0003041
FBtr0076773	FBgn0003041
FBtr0076772	FBgn0003041
FBtr0076771	FBgn0003041
FBtr0306647	FBgn0003041
FBtr0334740	FBgn0085732
FBtr0334739	FBgn0085732
FBtr0302397	FBgn0085732
FBtr0072041	FBgn0050417
FBtr0346812	FBgn0002440
FBtr0077062	FBgn0002440
FBtr0346811	FBgn0002440
FBtr0071811	FBgn0034717
FBtr0308774	FBgn0034717
FBtr0071812	FBgn0034717
FBtr0086394	FBgn0053402
FBtr0113132	FBgn0035400
FBtr0309235	FBgn0035400
FBtr0073115	FBgn0035400
FBtr0073116	FBgn0035400
FBtr0073117	FBgn0035400
FBtr0333894	FBgn0035400
FBtr0113133	FBgn0035400
FBtr0336857	FBgn0265087
FBtr0344331	FBgn0266392
FBtr0303406	FBgn0261842
FBtr0076749	FBgn0052368
FBtr0307370	FBgn0263132
FBtr0307375	FBgn0263132
FBtr0307373	FBgn0263132
FBtr0307369	FBgn0263132
FBtr0307372	FBgn0263132
FBtr0307371	FBgn0263132
FBtr0307374	FBgn0263132
FBtr0334658	FBgn0039747
FBtr0085581	FBgn0039747
FBtr0340557	FBgn0032315
FBtr0080175	FBgn0032315
FBtr0083085	FBgn0038320
FBtr0073108	FBgn0035415
FBtr0075017	FBgn0036857
FBtr0304026	FBgn0262103
FBtr0340388	FBgn0262103
FBtr0344259	FBgn0262103
FBtr0304024	FBgn0262103
FBtr0304025	FBgn0262103
FBtr0344258	FBgn0262103
FBtr0074865	FBgn0036941
FBtr0339184	FBgn0265202
FBtr0302935	FBgn0037855
FBtr0082329	FBgn0037855
FBtr0088111	FBgn0026386
FBtr0088675	FBgn0033354
FBtr0083235	FBgn0038397
FBtr0084597	FBgn0051130
FBtr0345278	FBgn0265419
FBtr0339726	FBgn0265419
FBtr0344996	FBgn0259209
FBtr0343338	FBgn0259209
FBtr0299697	FBgn0259209
FBtr0299696	FBgn0259209
FBtr0079138	FBgn0051913
FBtr0088799	FBgn0050375
FBtr0086362	FBgn0053370
FBtr0304917	FBgn0085383
FBtr0304916	FBgn0085383
FBtr0346762	FBgn0085383
FBtr0344296	FBgn0085383
FBtr0081688	FBgn0000552
FBtr0085225	FBgn0067407
FBtr0340614	FBgn0031051
FBtr0074759	FBgn0031051
FBtr0100294	FBgn0004924
FBtr0074006	FBgn0004924
FBtr0308699	FBgn0004924
FBtr0074005	FBgn0004924
FBtr0340434	FBgn0004924
FBtr0076573	FBgn0000358
FBtr0074411	FBgn0030815
FBtr0075348	FBgn0043578
FBtr0345246	FBgn0266744
FBtr0345247	FBgn0266744
FBtr0303115	FBgn0261788
FBtr0303117	FBgn0261788
FBtr0334060	FBgn0261788
FBtr0303118	FBgn0261788
FBtr0303123	FBgn0261788
FBtr0344224	FBgn0261788
FBtr0303124	FBgn0261788
FBtr0303125	FBgn0261788
FBtr0334061	FBgn0261788
FBtr0303112	FBgn0261788
FBtr0303111	FBgn0261788
FBtr0303114	FBgn0261788
FBtr0303119	FBgn0261788
FBtr0303122	FBgn0261788
FBtr0344222	FBgn0261788
FBtr0334062	FBgn0261788
FBtr0303121	FBgn0261788
FBtr0303113	FBgn0261788
FBtr0303120	FBgn0261788
FBtr0344223	FBgn0261788
FBtr0079493	FBgn0031950
FBtr0343403	FBgn0031950
FBtr0304716	FBgn0001324
FBtr0074884	FBgn0001324
FBtr0332975	FBgn0063368
FBtr0113776	FBgn0063368
FBtr0113777	FBgn0063368
FBtr0332018	FBgn0264348
FBtr0085901	FBgn0051619
FBtr0110959	FBgn0051619
FBtr0339131	FBgn0051619
FBtr0301000	FBgn0051619
FBtr0307497	FBgn0051619
FBtr0339132	FBgn0051619
FBtr0085902	FBgn0051619
FBtr0072821	FBgn0035245
FBtr0302024	FBgn0035245
FBtr0344950	FBgn0266648
FBtr0333136	FBgn0004880
FBtr0073165	FBgn0004880
FBtr0303290	FBgn0029801
FBtr0070809	FBgn0029801
FBtr0345789	FBgn0029801
FBtr0340473	FBgn0030177
FBtr0071430	FBgn0030177
FBtr0344887	FBgn0085260
FBtr0100058	FBgn0054003
FBtr0074693	FBgn0027603
FBtr0081069	FBgn0032685
FBtr0343824	FBgn0032685
FBtr0091862	FBgn0053858
FBtr0085957	FBgn0039972
FBtr0085958	FBgn0039972
FBtr0306235	FBgn0039972
FBtr0306236	FBgn0039972
FBtr0085956	FBgn0039972
FBtr0330637	FBgn0002931
FBtr0290323	FBgn0002931
FBtr0290259	FBgn0013717
FBtr0346438	FBgn0013717
FBtr0330065	FBgn0035715
FBtr0330061	FBgn0035715
FBtr0330063	FBgn0035715
FBtr0330064	FBgn0035715
FBtr0330062	FBgn0035715
FBtr0076949	FBgn0035715
FBtr0076123	FBgn0036198
FBtr0091876	FBgn0053872
FBtr0075836	FBgn0003034
FBtr0304873	FBgn0262534
FBtr0084301	FBgn0039002
FBtr0077829	FBgn0027509
FBtr0344639	FBgn0262681
FBtr0308351	FBgn0021765
FBtr0074511	FBgn0021765
FBtr0343979	FBgn0266280
FBtr0072610	FBgn0035153
FBtr0072261	FBgn0034988
FBtr0304821	FBgn0262482
FBtr0091843	FBgn0053839
FBtr0304043	FBgn0039396
FBtr0308767	FBgn0263337
FBtr0080617	FBgn0028542
FBtr0344818	FBgn0266595
FBtr0091609	FBgn0053632
FBtr0075946	FBgn0036310
FBtr0084735	FBgn0051357
FBtr0091878	FBgn0053874
FBtr0077887	FBgn0031364
FBtr0339186	FBgn0265203
FBtr0339187	FBgn0265203
FBtr0300889	FBgn0036302
FBtr0332042	FBgn0036302
FBtr0300887	FBgn0036302
FBtr0300888	FBgn0036302
FBtr0086249	FBgn0034538
FBtr0342721	FBgn0034538
FBtr0082954	FBgn0038236
FBtr0070429	FBgn0004655
FBtr0344159	FBgn0004655
FBtr0070430	FBgn0004655
FBtr0084670	FBgn0039212
FBtr0087924	FBgn0033731
FBtr0337009	FBgn0039249
FBtr0306089	FBgn0039249
FBtr0337010	FBgn0039249
FBtr0084715	FBgn0039249
FBtr0340285	FBgn0265592
FBtr0085394	FBgn0039654
FBtr0346976	FBgn0267562
FBtr0081897	FBgn0051450
FBtr0091606	FBgn0053629
FBtr0071532	FBgn0034577
FBtr0085049	FBgn0039448
FBtr0082010	FBgn0026380
FBtr0085121	FBgn0039498
FBtr0086705	FBgn0034360
FBtr0077955	FBgn0031302
FBtr0073164	FBgn0035478
FBtr0305595	FBgn0035097
FBtr0072541	FBgn0035097
FBtr0299938	FBgn0261019
FBtr0088706	FBgn0033323
FBtr0339335	FBgn0033323
FBtr0302157	FBgn0261268
FBtr0302159	FBgn0261268
FBtr0302158	FBgn0261268
FBtr0302156	FBgn0261268
FBtr0078823	FBgn0260462
FBtr0303994	FBgn0260462
FBtr0078822	FBgn0260462
FBtr0075027	FBgn0036849
FBtr0100023	FBgn0261458
FBtr0100022	FBgn0261458
FBtr0332274	FBgn0261458
FBtr0346430	FBgn0264367
FBtr0332224	FBgn0264367
FBtr0077277	FBgn0031127
FBtr0345921	FBgn0031127
FBtr0306161	FBgn0262855
FBtr0083292	FBgn0027053
FBtr0334535	FBgn0027053
FBtr0079825	FBgn0032123
FBtr0079826	FBgn0032123
FBtr0079828	FBgn0032123
FBtr0079827	FBgn0032123
FBtr0077583	FBgn0031520
FBtr0339546	FBgn0031520
FBtr0345486	FBgn0034655
FBtr0071671	FBgn0034655
FBtr0301008	FBgn0052221
FBtr0346895	FBgn0267519
FBtr0074176	FBgn0014391
FBtr0074177	FBgn0014391
FBtr0075653	FBgn0036482
FBtr0075654	FBgn0036482
FBtr0345401	FBgn0266776
FBtr0072465	FBgn0020386
FBtr0072471	FBgn0020386
FBtr0072464	FBgn0020386
FBtr0072466	FBgn0020386
FBtr0072469	FBgn0020386
FBtr0072468	FBgn0020386
FBtr0333218	FBgn0020386
FBtr0072470	FBgn0020386
FBtr0072467	FBgn0020386
FBtr0088831	FBgn0002891
FBtr0080743	FBgn0032563
FBtr0077954	FBgn0031301
FBtr0308339	FBgn0046687
FBtr0340222	FBgn0046687
FBtr0070848	FBgn0046687
FBtr0073147	FBgn0052266
FBtr0083854	FBgn0038746
FBtr0345050	FBgn0266683
FBtr0075191	FBgn0036752
FBtr0075190	FBgn0036752
FBtr0347319	FBgn0267755
FBtr0079289	FBgn0031831
FBtr0290033	FBgn0033348
FBtr0081409	FBgn0032882
FBtr0091738	FBgn0053740
FBtr0071469	FBgn0052679
FBtr0346190	FBgn0030809
FBtr0074415	FBgn0030809
FBtr0308839	FBgn0030809
FBtr0081250	FBgn0051697
FBtr0113161	FBgn0036128
FBtr0343861	FBgn0266214
FBtr0083720	FBgn0261792
FBtr0075502	FBgn0036531
FBtr0079729	FBgn0051890
FBtr0100465	FBgn0037912
FBtr0100461	FBgn0037912
FBtr0100462	FBgn0037912
FBtr0100464	FBgn0037912
FBtr0077727	FBgn0004242
FBtr0343993	FBgn0004242
FBtr0332219	FBgn0004242
FBtr0332220	FBgn0004242
FBtr0077728	FBgn0004242
FBtr0345331	FBgn0004242
FBtr0332218	FBgn0004242
FBtr0077726	FBgn0004242
FBtr0333809	FBgn0004856
FBtr0071350	FBgn0004856
FBtr0088683	FBgn0033342
FBtr0088631	FBgn0033375
FBtr0340623	FBgn0030854
FBtr0074484	FBgn0030854
FBtr0078387	FBgn0026371
FBtr0100082	FBgn0054027
FBtr0300776	FBgn0035528
FBtr0344212	FBgn0263764
FBtr0344213	FBgn0263764
FBtr0081691	FBgn0004783
FBtr0343385	FBgn0031729
FBtr0302949	FBgn0031729
FBtr0305128	FBgn0031729
FBtr0077827	FBgn0031388
FBtr0334779	FBgn0031388
FBtr0085657	FBgn0039784
FBtr0306926	FBgn0263027
FBtr0300026	FBgn0041232
FBtr0080836	FBgn0028506
FBtr0113169	FBgn0036324
FBtr0343628	FBgn0036324
FBtr0089253	FBgn0039923
FBtr0089254	FBgn0039923
FBtr0080534	FBgn0024846
FBtr0343752	FBgn0266173
FBtr0333689	FBgn0036725
FBtr0333688	FBgn0036725
FBtr0075219	FBgn0036725
FBtr0072429	FBgn0035064
FBtr0091725	FBgn0053727
FBtr0346876	FBgn0267497
FBtr0113217	FBgn0037842
FBtr0083171	FBgn0038359
FBtr0080480	FBgn0051730
FBtr0111280	FBgn0033005
FBtr0345009	FBgn0033005
FBtr0086078	FBgn0033005
FBtr0086077	FBgn0033005
FBtr0344810	FBgn0266589
FBtr0332854	FBgn0264496
FBtr0070973	FBgn0029909
FBtr0343871	FBgn0010100
FBtr0300425	FBgn0010100
FBtr0081473	FBgn0010100
FBtr0346587	FBgn0010100
FBtr0076071	FBgn0036217
FBtr0080781	FBgn0028946
FBtr0083463	FBgn0038525
FBtr0077268	FBgn0031143
FBtr0339633	FBgn0031143
FBtr0337033	FBgn0039859
FBtr0085868	FBgn0039859
FBtr0074272	FBgn0030747
FBtr0308605	FBgn0030747
FBtr0308604	FBgn0030747
FBtr0309998	FBgn0038220
FBtr0082921	FBgn0038220
FBtr0082923	FBgn0038220
FBtr0344157	FBgn0038220
FBtr0309999	FBgn0038220
FBtr0309997	FBgn0038220
FBtr0082922	FBgn0038220
FBtr0074216	FBgn0030733
FBtr0075075	FBgn0036826
FBtr0290198	FBgn0026874
FBtr0080814	FBgn0028900
FBtr0080871	FBgn0032590
FBtr0074375	FBgn0015336
FBtr0112732	FBgn0085460
FBtr0075801	FBgn0036381
FBtr0305033	FBgn0042693
FBtr0336467	FBgn0042693
FBtr0290320	FBgn0042693
FBtr0083556	FBgn0042693
FBtr0336466	FBgn0042693
FBtr0083555	FBgn0042693
FBtr0305032	FBgn0042693
FBtr0083554	FBgn0042693
FBtr0306646	FBgn0042693
FBtr0083552	FBgn0042693
FBtr0083553	FBgn0042693
FBtr0290319	FBgn0042693
FBtr0305034	FBgn0042693
FBtr0290321	FBgn0042693
FBtr0306833	FBgn0262993
FBtr0306834	FBgn0262993
FBtr0100459	FBgn0261278
FBtr0080886	FBgn0261278
FBtr0080884	FBgn0261278
FBtr0080885	FBgn0261278
FBtr0339514	FBgn0261278
FBtr0071242	FBgn0030040
FBtr0302500	FBgn0030040
FBtr0089299	FBgn0012017
FBtr0079262	FBgn0051638
FBtr0113411	FBgn0051638
FBtr0346756	FBgn0262795
FBtr0082061	FBgn0037700
FBtr0301664	FBgn0039269
FBtr0084787	FBgn0039269
FBtr0085703	FBgn0039802
FBtr0100883	FBgn0013685
FBtr0305544	FBgn0027786
FBtr0305546	FBgn0027786
FBtr0072479	FBgn0027786
FBtr0305545	FBgn0027786
FBtr0072478	FBgn0027786
FBtr0072477	FBgn0027786
FBtr0300668	FBgn0260396
FBtr0081154	FBgn0000075
FBtr0081153	FBgn0000075
FBtr0345974	FBgn0267018
FBtr0342677	FBgn0265852
FBtr0302543	FBgn0082598
FBtr0076848	FBgn0082598
FBtr0076849	FBgn0082598
FBtr0332730	FBgn0082598
FBtr0302545	FBgn0082598
FBtr0302544	FBgn0082598
FBtr0310467	FBgn0260393
FBtr0091815	FBgn0053811
