transcript_name	Gene_name	RAL-802-Challenged
NM_001202303	GATAe	4.201
NM_001202304	Mhcl	2.634
NM_001202307	Cctgamma	5.860
NM_001202308	Cctgamma	5.870
NM_001202309	cher	3.157
NM_001202319	CG16718	1.501
NM_001202320	CG42668	4.581
NM_001202321	CG42668	4.351
NM_001202322	CG42668	4.341
NM_001202323	CG42668	4.387
NM_001202325	MtnE	5.714
NM_001202326	pre-mod(mdg4)-T	2.331
NM_001202327	pre-mod(mdg4)-Z	2.331
NM_001202328	pre-mod(mdg4)-X	1.317
NM_001202329	pre-mod(mdg4)-Y	1.800
NM_001202330	pre-mod(mdg4)-AD	1.681
NM_001202331	pre-mod(mdg4)-AE	1.871
NM_001202332	pre-mod(mdg4)-W	1.608
NM_001202333	pre-mod(mdg4)-V	-0.648
NM_001202337	CG6954	1.994
NM_001202338	wfs1	3.172
NM_001202339	CG17618	1.248
NM_001202340	sav	2.845
NM_001202341	Ir	5.143
NM_001202343	CG16732	3.570
NM_001202345	4EHP	3.548
NM_001202346	4EHP	1.513
NM_001202347	Syx1A	4.421
NM_001202348	CG13607	-1.231
NM_001202349	CG13607	-1.224
NM_001202354	CG31381	0.701
NM_001202355	CG31381	2.058
NM_001202356	CG31381	2.062
NM_001202357	CG11089	2.698
NM_001202358	CG11089	2.120
NM_001202359	CG11089	2.058
NM_001202360	CG11089	2.062
NM_001202364	gro	3.285
NM_001202365	gro	3.282
NM_001202366	RpL34a	5.969
NM_001202376	CG9990	2.941
NM_001202379	Ef1gamma	7.258
NM_001202380	Ptp99A	2.098
NM_001202381	CG2006	1.664
NM_001202382	Cad99C	-1.362
NM_001202383	CG7824	1.038
NM_001202384	CG7816	6.209
NM_001202385	CG7816	6.054
NM_001202386	CG7816	6.071
NM_001202390	tmod	3.492
NM_001202391	tmod	3.799
NM_001202392	CG2246	4.322
NM_001202393	CG2246	4.248
NM_001202394	CG2246	4.382
NM_001202395	CG2246	4.531
NM_001202396	CG2246	4.538
NM_001202397	CG2246	4.426
NM_001202400	ttk	1.532
NM_001202401	ttk	2.880
NM_001258471	plexB	1.606
NM_001258472	ci	-1.277
NM_001258473	ci	-1.349
NM_001258475	RpS3A	8.500
NM_001258476	pan	1.701
NM_001258477	pan	1.598
NM_001258478	CG33978	-0.893
NM_001258479	CG2219	4.309
NM_001258480	CG2316	4.612
NM_001258481	CG31998	1.922
NM_001258482	Crk	4.375
NM_001258483	Crk	4.258
NM_001258484	CG1674	2.167
NM_001258485	CG1674	2.069
NM_001258487	RhoGAP102A	-0.950
NM_001258491	Hcf	2.484
NM_001258496	zfh2	-1.643
NM_001258497	unc-13	1.014
NM_001258498	unc-13	1.190
NM_001258499	plexA	2.122
NM_001258500	CG11076	4.181
NM_001258501	Zyx	4.037
NM_001258506	CG33521	2.838
NM_001258507	Mitf	4.079
NM_001258508	Mitf	3.895
NM_001258510	Caps	0.144
NM_001258511	Caps	0.163
NM_001258514	ewg	2.213
NM_001258515	ewg	2.047
NM_001258518	elav	-1.295
NM_001258519	Appl	-2.047
NM_001258520	Appl	-2.061
NM_001258521	Appl	-1.964
NM_001258522	Appl	-2.003
NM_001258523	Appl	-1.936
NM_001258524	Hmt4-20	2.697
NM_001258525	CG13358	0.892
NM_001258527	TRAM	3.406
NM_001258528	su(w[a])	4.201
NM_001258529	su(w[a])	4.159
NM_001258531	CG3638	2.094
NM_001258532	futsch	-1.335
NM_001258535	CG32809	-0.668
NM_001258537	CG32809	-0.667
NM_001258538	CG32809	-0.697
NM_001258540	Adar	1.239
NM_001258541	Adar	1.898
NM_001258542	Adar	1.799
NM_001258543	Adar	1.485
NM_001258544	Adar	1.458
NM_001258545	Adar	1.550
NM_001258546	Adar	1.891
NM_001258547	Adar	1.469
NM_001258548	Adar	1.203
NM_001258549	CG42666	3.326
NM_001258550	CG42666	3.526
NM_001258551	CG42666	3.507
NM_001258552	CG42666	3.118
NM_001258554	Edem1	1.662
NM_001258555	east	1.429
NM_001258556	east	1.757
NM_001258557	CG3191	1.615
NM_001258559	ptr	5.172
NM_001258560	ptr	5.351
NM_001258561	tko	1.893
NM_001258562	trol	1.294
NM_001258563	trol	1.542
NM_001258564	trol	1.174
NM_001258565	trol	1.270
NM_001258566	trol	1.344
NM_001258567	trol	1.444
NM_001258568	trol	1.440
NM_001258569	trol	1.415
NM_001258570	trol	1.226
NM_001258571	trol	1.382
NM_001258572	Pdfr	0.566
NM_001258573	CG13760	1.986
NM_001258574	wds	2.309
NM_001258575	Tsp3A	3.039
NM_001258580	CG32795	5.070
NM_001258581	N	-1.523
NM_001258582	Parg	1.076
NM_001258583	Mnt	2.925
NM_001258584	Mnt	2.923
NM_001258587	cib	6.707
NM_001258588	tyf	2.009
NM_001258589	tyf	2.066
NM_001258590	tyf	1.915
NM_001258591	tyf	2.010
NM_001258592	tyf	2.007
NM_001258594	CG43134	5.948
NM_001258595	CG43134	5.857
NM_001258601	ctp	5.352
NM_001258603	yu	3.292
NM_001258604	Mlc-c	7.567
NM_001258605	Tre1	1.565
NM_001258606	CG15773	2.271
NM_001258607	MAPk-Ak2	5.882
NM_001258611	rux	1.759
NM_001258612	CG5941	4.184
NM_001258615	Ca-alpha1T	-1.649
NM_001258616	Ca-alpha1T	-1.679
NM_001258618	CG14446	0.686
NM_001258619	CG3566	3.516
NM_001258620	CG15896	2.247
NM_001258621	pigs	3.604
NM_001258622	Ctr1A	4.291
NM_001258623	Ctr1A	4.161
NM_001258624	Ctr1A	4.321
NM_001258625	pod1	4.200
NM_001258628	ogre	1.495
NM_001258629	ogre	1.130
NM_001258638	Pdp	2.932
NM_001258639	Rab39	3.494
NM_001258645	sdt	3.289
NM_001258646	sdt	3.914
NM_001258647	sdt	2.993
NM_001258650	lawc	2.883
NM_001258651	lawc	2.559
NM_001258652	Nrg	1.918
NM_001258654	Moe	6.515
NM_001258655	Moe	6.613
NM_001258657	HP1b	2.953
NM_001258658	CG7766	3.604
NM_001258659	CG7766	3.605
NM_001258660	AP-1gamma	4.674
NM_001258661	AP-1gamma	4.565
NM_001258662	amx	2.823
NM_001258663	CG34449	3.063
NM_001258665	CG42262	4.380
NM_001258667	CG32694	2.097
NM_001258668	CG32694	2.392
NM_001258677	CG32685	2.439
NM_001258678	CG32685	2.509
NM_001258679	CG32685	2.329
NM_001258685	nocte	3.383
NM_001258686	CG2889	2.332
NM_001258687	Imp	1.411
NM_001258688	CG15199	2.893
NM_001258691	CG34348	2.924
NM_001258692	CG1597	2.227
NM_001258693	dlg1	2.699
NM_001258694	dlg1	2.647
NM_001258696	CG2247	2.595
NM_001258697	CG2247	2.571
NM_001258698	CG2247	2.570
NM_001258699	CkIIbeta	3.916
NM_001258700	CkIIbeta	3.419
NM_001258701	CkIIbeta	4.032
NM_001258702	CG43154	2.924
NM_001258703	CG43154	2.204
NM_001258704	CG10353	3.127
NM_001258706	pot	0.406
NM_001258715	tomosyn	3.545
NM_001258722	HDAC4	2.169
NM_001258723	up	6.239
NM_001258724	up	6.448
NM_001258725	Tango2	2.535
NM_001258729	g	2.300
NM_001258730	CG32626	3.912
NM_001258731	CG32626	4.527
NM_001258732	mamo	0.283
NM_001258734	ben	4.520
NM_001258738	NetA	3.697
NM_001258742	Ag5r	6.194
NM_001258743	rut	1.958
NM_001258744	CG9009	6.313
NM_001258745	be	3.950
NM_001258746	rab3-GEF	-1.796
NM_001258750	Top1	3.519
NM_001258751	HDAC6	2.803
NM_001258752	HDAC6	2.679
NM_001258765	CG9240	2.773
NM_001258766	PGRP-LE	4.066
NM_001258767	sd	4.000
NM_001258768	sd	4.296
NM_001258769	sd	4.446
NM_001258770	sd	3.559
NM_001258771	sd	4.043
NM_001258772	sd	4.084
NM_001258773	sd	4.193
NM_001258774	Stim	4.018
NM_001258777	eas	2.846
NM_001258778	eas	3.595
NM_001258779	U2af50	5.224
NM_001258780	U2af50	5.196
NM_001258781	U2af50	5.200
NM_001258782	CG4301	6.282
NM_001258783	CG4301	6.286
NM_001258784	Traf-like	4.581
NM_001258785	Traf-like	4.423
NM_001258786	Pp2B-14D	2.179
NM_001258787	Pp2B-14D	2.357
NM_001258788	CanA-14F	0.608
NM_001258790	CG4768	2.887
NM_001258791	CG9132	4.360
NM_001258792	CG13004	0.846
NM_001258794	CG9086	3.516
NM_001258796	CG8949	3.273
NM_001258799	CG7206	4.040
NM_001258800	scu	5.035
NM_001258801	RhoGAP16F	4.928
NM_001258802	CG7192	4.751
NM_001258803	wupA	5.572
NM_001258804	wupA	5.998
NM_001258805	wupA	6.553
NM_001258807	ari-1	3.092
NM_001258811	CrebB-17A	3.125
NM_001258813	Pk17E	2.580
NM_001258814	Pk17E	2.844
NM_001258815	CG7990	0.609
NM_001258817	kek5	2.399
NM_001258819	CG14200	1.648
NM_001258820	CG14200	1.646
NM_001258821	Pfrx	3.513
NM_001258822	Pfrx	3.420
NM_001258823	Pfrx	3.345
NM_001258824	CoRest	2.131
NM_001258825	CoRest	2.066
NM_001258826	CoRest	2.774
NM_001258827	Tao-1	3.022
NM_001258829	RpS10b	8.189
NM_001258830	CG14220	2.220
NM_001258831	CG14207	6.613
NM_001258833	Cdc42	6.766
NM_001258834	Cdc42	6.728
NM_001258835	Cdc42	6.759
NM_001258836	CG14231	3.045
NM_001258837	CG14232	2.843
NM_001258838	CG14235	6.706
NM_001258841	CG15618	0.755
NM_001258842	CG32529	2.731
NM_001258843	CG32529	3.327
NM_001258844	CG32529	3.348
NM_001258845	CG32529	3.486
NM_001258846	Nep3	2.373
NM_001258847	Nep3	2.252
NM_001258851	RhoGAP19D	2.262
NM_001258858	shakB	-1.947
NM_001258859	shakB	-2.575
NM_001258862	slgA	1.398
NM_001258863	slgA	1.376
NM_001258864	slgA	1.409
NM_001258865	slgA	1.428
NM_001258866	slgA	1.472
NM_001258867	slgA	1.366
NM_001258868	CG14614	1.910
NM_001258869	CG14614	1.924
NM_001258870	CG14619	1.813
NM_001258871	CG14619	1.601
NM_001258872	l(2)gl	5.655
NM_001258873	l(2)gl	5.681
NM_001258874	l(2)gl	5.640
NM_001258875	l(2)gl	5.600
NM_001258880	dbr	2.882
NM_001258881	dbr	2.888
NM_001258882	dbr	2.909
NM_001258883	dbr	2.793
NM_001258884	galectin	5.022
NM_001258885	Sam-S	2.773
NM_001258886	CG11455	4.721
NM_001258887	spen	0.963
NM_001258889	kis	1.662
NM_001258890	kis	1.681
NM_001258891	kis	1.681
NM_001258893	CG3625	4.108
NM_001258894	crq	4.972
NM_001258898	CG3662	6.103
NM_001258900	Plap	3.750
NM_001258901	CG4896	1.498
NM_001258902	CG4896	1.546
NM_001258903	CG5001	3.723
NM_001258904	CG5001	3.864
NM_001258905	CG43348	7.362
NM_001258906	CG43349	8.450
NM_001258910	chinmo	0.218
NM_001258911	CG18317	3.754
NM_001258912	CG18317	3.741
NM_001258914	CG31663	-0.582
NM_001258915	CG7337	3.614
NM_001258916	CG10874	2.654
NM_001258921	CG9894	4.611
NM_001258922	Chd1	3.243
NM_001258923	Hydr2	5.298
NM_001258924	CG9664	4.544
NM_001258927	CG34394	5.367
NM_001258932	bowl	3.656
NM_001258933	bowl	3.700
NM_001258934	bowl	3.683
NM_001258935	CG3921	3.584
NM_001258936	CG3921	3.592
NM_001258938	CG43055	3.011
NM_001258946	dp	-3.664
NM_001258947	dp	-3.686
NM_001258950	dp	-2.821
NM_001258955	CG14023	1.652
NM_001258956	cype	6.736
NM_001258957	cype	6.643
NM_001258960	fusl	-1.001
NM_001258961	fusl	-1.066
NM_001258962	nompC	-2.105
NM_001258963	Lam	2.809
NM_001258964	Lam	2.639
NM_001258965	Oscillin	5.788
NM_001258966	Oscillin	5.975
NM_001258967	Oscillin	5.320
NM_001258968	Oscillin	5.556
NM_001258969	Oscillin	5.665
NM_001258973	Gpdh	6.014
NM_001258976	chic	8.417
NM_001258977	chic	8.162
NM_001258978	eIF-4a	7.821
NM_001258979	lid	2.724
NM_001258980	lid	2.726
NM_001258981	lid	2.684
NM_001258982	Tsp26A	0.051
NM_001258983	stai	0.529
NM_001258985	CG11236	2.457
NM_001258988	Hrb27C	5.123
NM_001258989	Hrb27C	4.892
NM_001258990	Hrb27C	4.319
NM_001258992	CG18304	-0.203
NM_001258993	uif	-1.607
NM_001258994	uif	-1.630
NM_001258995	uif	-1.628
NM_001258997	Rab30	4.265
NM_001258998	milt	4.409
NM_001258999	milt	4.505
NM_001259000	milt	4.424
NM_001259001	chm	1.170
NM_001259004	CG7231	3.450
NM_001259007	Cka	3.812
NM_001259008	Cka	3.365
NM_001259009	CG43394	2.486
NM_001259010	Snx6	5.981
NM_001259012	CG8086	1.168
NM_001259013	CG8086	1.156
NM_001259014	CG7627	3.197
NM_001259015	Pp2A-29B	5.371
NM_001259017	Glt	-2.806
NM_001259019	CG13102	6.797
NM_001259020	tai	3.541
NM_001259021	Ggamma30A	1.749
NM_001259024	Gdi	6.319
NM_001259025	IP3K1	3.879
NM_001259026	CG5850	2.807
NM_001259027	CG5850	2.351
NM_001259028	CG5850	2.349
NM_001259029	CG31875	1.276
NM_001259031	Trp1	4.658
NM_001259032	porin	7.345
NM_001259037	SCAR	3.488
NM_001259038	SCAR	3.489
NM_001259039	CG16833	1.965
NM_001259040	CG16833	1.794
NM_001259041	CG16833	1.905
NM_001259042	CG16833	1.793
NM_001259043	CG16833	1.918
NM_001259044	CG16833	1.761
NM_001259046	Reps	2.002
NM_001259047	l(2)gd1	4.738
NM_001259064	crol	3.878
NM_001259065	Pde1c	2.101
NM_001259067	JhI-21	2.200
NM_001259068	CG14946	0.553
NM_001259069	bru-2	4.847
NM_001259070	bru-2	4.734
NM_001259071	bru-2	4.796
NM_001259072	bru-2	4.926
NM_001259073	bru-2	4.695
NM_001259074	vir-1	2.480
NM_001259075	vir-1	5.499
NM_001259076	SC35	3.635
NM_001259086	Vha68-2	7.810
NM_001259087	CG9932	1.148
NM_001259089	CG16974	3.528
NM_001259090	CG6043	2.659
NM_001259091	CG6043	2.572
NM_001259102	spel1	-1.198
NM_001259108	CycE	-0.112
NM_001259109	CG3793	2.145
NM_001259113	Idgf2	2.335
NM_001259114	Idgf2	2.304
NM_001259116	LSm7	3.488
NM_001259117	CG17912	2.440
NM_001259118	CG17912	2.000
NM_001259119	Mhc	5.493
NM_001259120	Mhc	5.415
NM_001259121	Mhc	5.528
NM_001259122	Mhc	5.500
NM_001259124	ApepP	3.942
NM_001259128	BicD	3.647
NM_001259129	Sgt	3.708
NM_001259130	fws	2.552
NM_001259133	CG5110	2.822
NM_001259134	CG6453	3.448
NM_001259137	qua	0.739
NM_001259150	CG10178	2.831
NM_001259152	ham	2.154
NM_001259153	CG17323	0.407
NM_001259154	CG17323	0.477
NM_001259155	CG17323	0.433
NM_001259156	Lim3	0.846
NM_001259157	Lim3	0.650
NM_001259158	Lim3	0.646
NM_001259159	Lim3	0.609
NM_001259160	Pax	5.428
NM_001259161	Pax	5.282
NM_001259162	CG10237	3.159
NM_001259165	Lar	0.760
NM_001259167	CG10462	3.789
NM_001259171	lok	1.676
NM_001259172	spir	4.285
NM_001259173	spir	4.553
NM_001259174	spir	4.582
NM_001259176	CG31688	1.972
NM_001259179	Fs(2)Ket	2.585
NM_001259180	Fs(2)Ket	2.022
NM_001259181	Fs(2)Ket	2.430
NM_001259182	Fs(2)Ket	2.362
NM_001259183	dia	2.275
NM_001259184	dia	5.396
NM_001259185	CG9336	5.023
NM_001259186	CG14401	0.976
NM_001259187	Nhe2	1.704
NM_001259188	Nhe2	2.175
NM_001259189	Dap160	3.888
NM_001259192	CG43346	1.656
NM_001259193	CG43346	2.792
NM_001259198	CG2225	-0.786
NM_001259199	CG31619	-0.584
NM_001259202	CG3635	3.000
NM_001259205	CG43266	3.383
NM_001259206	CG17715	3.431
NM_001259207	CG17715	3.573
NM_001259209	Stlk	2.518
NM_001259211	gus	4.247
NM_001259212	CG17508	5.252
NM_001259213	vlc	2.952
NM_001259214	vlc	3.017
NM_001259218	l(2)k14710	3.071
NM_001259220	CG17266	2.998
NM_001259221	CG9422	2.563
NM_001259222	Mob4	4.138
NM_001259223	l(2)01289	2.446
NM_001259224	l(2)01289	2.177
NM_001259225	Spn42Dc	4.703
NM_001259227	CG3358	2.279
NM_001259228	mim	1.421
NM_001259229	mim	1.179
NM_001259230	mim	1.141
NM_001259233	Dscam	1.031
NM_001259234	Dscam	1.053
NM_001259235	Dscam	1.033
NM_001259236	Dscam	1.028
NM_001259237	Dscam	1.046
NM_001259238	Dscam	1.025
NM_001259239	Dscam	1.028
NM_001259240	Dscam	1.029
NM_001259241	Dscam	1.025
NM_001259242	Dscam	1.042
NM_001259243	Dscam	1.037
NM_001259244	Dscam	1.020
NM_001259245	Dscam	1.044
NM_001259246	Dscam	1.042
NM_001259247	Dscam	1.027
NM_001259248	Dscam	1.020
NM_001259249	Dscam	1.050
NM_001259250	Dscam	1.036
NM_001259251	Dscam	1.020
NM_001259252	Dscam	1.058
NM_001259255	CG43340	1.921
NM_001259256	CG43340	3.075
NM_001259257	CG43340	1.870
NM_001259258	CG43340	3.103
NM_001259259	CG43340	3.126
NM_001259260	CG43340	3.318
NM_001259262	CG18812	5.658
NM_001259263	CanB2	3.859
NM_001259264	sax	2.776
NM_001259265	Kdm4A	1.600
NM_001259266	CG8791	3.315
NM_001259267	CG8791	3.040
NM_001259268	CG14764	5.233
NM_001259270	lig	4.206
NM_001259271	lig	4.209
NM_001259275	Cirl	2.121
NM_001259276	Cirl	2.533
NM_001259277	Rya-r44F	-0.711
NM_001259278	Rya-r44F	-0.681
NM_001259279	Rya-r44F	-0.661
NM_001259280	Rya-r44F	-0.679
NM_001259281	Rya-r44F	-0.715
NM_001259282	Rya-r44F	-0.720
NM_001259283	CG33199	4.397
NM_001259286	Su(var)2-10	3.047
NM_001259287	CG18659	4.605
NM_001259288	CG18659	5.036
NM_001259289	CG18659	5.124
NM_001259290	CG30343	3.430
NM_001259291	Pkn	4.752
NM_001259292	Pkn	4.699
NM_001259294	wun	4.631
NM_001259295	Pdk	5.226
NM_001259296	ced-6	1.990
NM_001259297	ced-6	2.133
NM_001259302	CG12140	4.786
NM_001259303	mRpL42	3.745
NM_001259305	Pfk	3.061
NM_001259306	CG11866	2.012
NM_001259309	CAP	5.002
NM_001259310	CAP	3.901
NM_001259311	CAP	4.750
NM_001259312	CAP	3.923
NM_001259326	RanBPM	4.350
NM_001259327	Cyp49a1	2.662
NM_001259330	CG30015	4.257
NM_001259334	CG7741	2.334
NM_001259336	CG12384	4.225
NM_001259337	CG7777	3.493
NM_001259338	CG9005	1.612
NM_001259342	pds5	2.426
NM_001259343	CG43191	1.932
NM_001259347	Cam	6.517
NM_001259348	Cam	7.151
NM_001259349	garz	2.380
NM_001259351	Dyb	1.526
NM_001259352	CG30334	0.832
NM_001259353	Sin3A	3.525
NM_001259354	CG8771	1.442
NM_001259356	CG17574	7.314
NM_001259357	CG17574	7.324
NM_001259358	CG17574	7.126
NM_001259359	Nmda1	6.266
NM_001259360	Nmda1	6.339
NM_001259361	CG42321	3.409
NM_001259364	cnn	3.003
NM_001259365	cnn	3.287
NM_001259366	cnn	3.298
NM_001259368	cbs	2.013
NM_001259369	cbs	2.013
NM_001259371	bbc	5.015
NM_001259376	fl(2)d	3.792
NM_001259377	fl(2)d	3.763
NM_001259378	shot	3.272
NM_001259379	shot	3.256
NM_001259380	shot	3.257
NM_001259381	shot	3.253
NM_001259382	shot	3.631
NM_001259383	shot	3.247
NM_001259384	shot	3.158
NM_001259385	AGO1	3.792
NM_001259386	Prosap	1.172
NM_001259388	Ih	-0.595
NM_001259389	Ih	1.864
NM_001259390	Ih	1.853
NM_001259391	Ih	1.909
NM_001259392	Tfb1	3.487
NM_001259396	Rpn6	5.002
NM_001259398	CG42254	0.604
NM_001259399	BEAF-32	2.891
NM_001259401	chn	-0.390
NM_001259402	chn	-0.424
NM_001259403	chn	-0.392
NM_001259404	chn	-0.337
NM_001259405	chn	-0.445
NM_001259407	mus210	2.041
NM_001259412	CG12963	6.456
NM_001259413	CG12963	6.787
NM_001259414	CG12963	6.817
NM_001259415	CG12963	6.957
NM_001259416	CG12963	6.791
NM_001259418	fus	2.241
NM_001259420	CG8249	3.311
NM_001259421	CG8249	2.776
NM_001259422	tun	0.893
NM_001259423	tun	1.054
NM_001259424	Mlf	4.118
NM_001259425	Mlf	4.136
NM_001259426	Mlf	3.559
NM_001259428	Asph	1.161
NM_001259429	Asph	0.860
NM_001259430	Asph	1.050
NM_001259432	Lis-1	5.873
NM_001259433	CG8441	3.150
NM_001259434	mrj	4.296
NM_001259435	mrj	4.299
NM_001259441	CG5065	6.111
NM_001259442	CG5065	6.158
NM_001259444	unc-104	0.626
NM_001259445	unc-104	0.633
NM_001259447	CG5550	10.418
NM_001259448	Pkc53E	-0.170
NM_001259449	Pkc53E	-0.296
NM_001259450	CG6805	1.759
NM_001259451	CG8963	4.164
NM_001259452	RhoGEF2	3.953
NM_001259455	CG8950	3.713
NM_001259457	CG43107	4.707
NM_001259462	mbl	2.357
NM_001259464	mbl	2.424
NM_001259466	mbl	2.438
NM_001259470	CG43324	1.520
NM_001259471	CG14480	3.417
NM_001259473	lolal	4.348
NM_001259474	lolal	4.216
NM_001259477	CG5174	5.030
NM_001259478	CG5174	4.485
NM_001259479	CG43066	0.184
NM_001259488	Tab2	4.712
NM_001259489	CG11961	5.565
NM_001259491	hts	4.313
NM_001259492	hts	4.327
NM_001259494	sm	0.308
NM_001259495	sm	0.185
NM_001259496	sm	0.328
NM_001259497	sm	-1.311
NM_001259498	sm	-0.591
NM_001259499	sm	0.285
NM_001259500	sm	-1.372
NM_001259501	sm	0.301
NM_001259504	sm	0.200
NM_001259505	sm	-1.346
NM_001259517	Glycogenin	2.661
NM_001259518	Sdc	4.034
NM_001259519	Fkbp13	5.307
NM_001259522	mahj	2.993
NM_001259523	CG13488	2.703
NM_001259525	synj	2.845
NM_001259529	CG5819	5.505
NM_001259531	qkr58E-3	3.104
NM_001259532	rad50	2.332
NM_001259533	CG4294	2.711
NM_001259535	CG43326	1.304
NM_001259536	CG13510	10.026
NM_001259537	CG13511	6.666
NM_001259538	CG13511	6.716
NM_001259539	CG4250	2.173
NM_001259540	stl	-1.124
NM_001259544	CG3499	3.775
NM_001259545	nahoda	2.171
NM_001259551	CG30410	3.553
NM_001259553	CG4019	4.644
NM_001259554	l(2)tid	3.218
NM_001259556	Nap1	5.681
NM_001259557	Nap1	5.779
NM_001259558	snama	2.346
NM_001259561	Nop60B	3.831
NM_001259564	CG4612	1.518
NM_001259565	Nurf-38	5.945
NM_001259566	Start1	2.880
NM_001259568	CG4741	2.725
NM_001259569	Pof	1.584
NM_001259570	Mmp1	5.380
NM_001259571	CG16936	6.150
NM_001259572	CG16936	5.832
NM_001259573	Eps-15	3.087
NM_001259574	key	6.871
NM_001259575	Reg-5	1.609
NM_001259577	NKAIN	3.569
NM_001259578	NaCP60E	-2.824
NM_001259579	NaCP60E	-3.125
NM_001259580	NaCP60E	-3.015
NM_001259581	NaCP60E	-2.957
NM_001259583	CG30427	0.628
NM_001259584	CG3760	4.199
NM_001259585	CG2811	3.578
NM_001259586	CG2765	5.475
NM_001259587	zip	6.377
NM_001259588	gol	0.350
NM_001259596	Mtch	4.586
NM_001259597	Mtch	4.570
NM_001259598	Mtch	4.576
NM_001259599	rno	0.582
NM_001259601	DIP2	2.086
NM_001259602	Atac3	2.068
NM_001259603	mthl10	4.398
NM_001259604	mthl10	4.174
NM_001259605	mthl10	4.064
NM_001259606	mth	2.345
NM_001259608	Gale	6.187
NM_001259609	CG13887	5.991
NM_001259617	Psa	5.999
NM_001259619	CG7971	2.847
NM_001259620	drpr	6.455
NM_001259621	Cht2	0.507
NM_001259622	sls	0.303
NM_001259634	CG5707	6.772
NM_001259635	CG5707	6.674
NM_001259636	CG42669	2.927
NM_001259637	CG42669	4.034
NM_001259638	CG42669	4.138
NM_001259639	CG42669	3.400
NM_001259640	CG16758	1.688
NM_001259641	Spn	3.529
NM_001259642	Spn	3.425
NM_001259643	Spn	3.514
NM_001259644	Spn	3.684
NM_001259645	Spn	3.656
NM_001259646	Spn	3.557
NM_001259647	Spn	3.437
NM_001259648	Spn	3.598
NM_001259649	Spn	3.533
NM_001259651	Mrtf	3.471
NM_001259652	CG43444	1.709
NM_001259653	CG43444	1.684
NM_001259654	CG43444	2.066
NM_001259658	prominin-like	1.830
NM_001259659	CG11537	3.962
NM_001259660	CG12082	3.695
NM_001259661	BtbVII	3.753
NM_001259662	BtbVII	3.525
NM_001259670	eIF5B	3.677
NM_001259671	eIF5B	3.593
NM_001259672	eIF5B	3.615
NM_001259673	eIF5B	3.639
NM_001259674	armi	2.273
NM_001259678	CG32264	3.839
NM_001259679	CG14985	2.898
NM_001259682	CG14989	3.128
NM_001259683	CG14989	2.044
NM_001259684	CG43367	3.479
NM_001259685	CG43367	3.524
NM_001259686	CG32250	3.851
NM_001259687	Cip4	4.524
NM_001259688	Cip4	4.567
NM_001259689	Cip4	4.446
NM_001259690	Cip4	4.527
NM_001259691	Cip4	4.526
NM_001259692	Cip4	4.412
NM_001259693	Cip4	4.452
NM_001259694	mRpS6	3.648
NM_001259695	DOR	4.193
NM_001259696	DOR	4.327
NM_001259697	CG11357	2.469
NM_001259699	Src64B	0.503
NM_001259700	Src64B	0.598
NM_001259701	axo	1.903
NM_001259702	axo	2.067
NM_001259703	axo	2.161
NM_001259704	CG13707	2.301
NM_001259705	CG13707	3.261
NM_001259707	shep	4.166
NM_001259708	CG4769	6.201
NM_001259709	CG13285	3.517
NM_001259710	scny	3.685
NM_001259711	scny	3.733
NM_001259713	CG33523	5.292
NM_001259718	CG18769	4.828
NM_001259719	CG32397	0.591
NM_001259720	CG32397	0.627
NM_001259724	CG14830	1.376
NM_001259725	CG14830	1.722
NM_001259730	CG7546	4.383
NM_001259731	CG32369	3.911
NM_001259732	pbl	0.475
NM_001259733	Ect4	5.042
NM_001259734	Ect4	5.328
NM_001259735	CG8012	3.623
NM_001259736	CG7185	3.926
NM_001259738	CG7120	2.039
NM_001259739	CG7120	2.050
NM_001259740	Unr	1.369
NM_001259741	Gug	2.634
NM_001259742	Gug	2.588
NM_001259743	Gug	2.641
NM_001259745	rhea	5.863
NM_001259746	rhea	5.022
NM_001259747	rhea	5.005
NM_001259748	CG43078	2.852
NM_001259749	CG43078	3.263
NM_001259750	CG43078	3.307
NM_001259751	CG43078	3.263
NM_001259753	Fhos	2.801
NM_001259754	Fhos	2.862
NM_001259755	Fhos	2.560
NM_001259756	dally	3.579
NM_001259760	nwk	0.650
NM_001259761	nwk	0.711
NM_001259762	nwk	0.663
NM_001259763	nwk	0.489
NM_001259764	PGRP-LC	5.019
NM_001259765	Hsp23	6.619
NM_001259766	CG4080	5.217
NM_001259767	CG4022	0.324
NM_001259768	CG4022	0.457
NM_001259770	fry	4.718
NM_001259771	fry	4.780
NM_001259772	fry	4.744
NM_001259773	nbs	3.815
NM_001259774	nbs	3.778
NM_001259777	CalpB	4.514
NM_001259778	A2bp1	-1.380
NM_001259783	CG32075	2.226
NM_001259784	GlcAT-P	0.692
NM_001259785	GlcAT-P	0.888
NM_001259786	CG42671	3.717
NM_001259787	CG42671	3.726
NM_001259788	CG7394	2.611
NM_001259794	RpL10Ab	8.381
NM_001259795	CycA	0.648
NM_001259797	CG43064	4.820
NM_001259801	yps	4.162
NM_001259802	app	3.128
NM_001259803	app	3.103
NM_001259804	app	3.859
NM_001259805	CG10616	3.849
NM_001259808	CG14117	1.684
NM_001259816	endos	4.245
NM_001259817	endos	4.298
NM_001259818	CG6650	2.729
NM_001259819	nuf	3.181
NM_001259820	nuf	2.852
NM_001259821	nuf	2.856
NM_001259822	nuf	3.081
NM_001259823	nuf	3.122
