transcript_name	Gene_name	RAL-208-Unchallenged
NM_001259689	Cip4	3.740
NM_001259690	Cip4	3.750
NM_001259691	Cip4	3.810
NM_001259692	Cip4	3.696
NM_001259693	Cip4	3.747
NM_001259694	mRpS6	3.868
NM_001259695	DOR	4.381
NM_001259696	DOR	4.506
NM_001259697	CG11357	1.817
NM_001259699	Src64B	1.505
NM_001259700	Src64B	1.579
NM_001259701	axo	2.775
NM_001259702	axo	2.958
NM_001259703	axo	3.022
NM_001259704	CG13707	2.630
NM_001259705	CG13707	3.358
NM_001259707	shep	2.737
NM_001259708	CG4769	6.630
NM_001259709	CG13285	4.232
NM_001259710	scny	3.475
NM_001259711	scny	3.526
NM_001259713	CG33523	4.981
NM_001259718	CG18769	1.911
NM_001259719	CG32397	0.789
NM_001259720	CG32397	0.835
NM_001259724	CG14830	1.970
NM_001259725	CG14830	2.294
NM_001259730	CG7546	3.502
NM_001259731	CG32369	1.448
NM_001259732	pbl	0.711
NM_001259733	Ect4	4.656
NM_001259734	Ect4	5.046
NM_001259735	CG8012	4.287
NM_001259736	CG7185	3.143
NM_001259738	CG7120	-0.176
NM_001259739	CG7120	-0.178
NM_001259740	Unr	1.708
NM_001259741	Gug	2.173
NM_001259742	Gug	2.165
NM_001259743	Gug	2.177
NM_001259745	rhea	3.400
NM_001259746	rhea	2.862
NM_001259747	rhea	2.841
NM_001259748	CG43078	2.887
NM_001259749	CG43078	3.433
NM_001259750	CG43078	3.461
NM_001259751	CG43078	3.420
NM_001259753	Fhos	3.362
NM_001259754	Fhos	3.483
NM_001259755	Fhos	3.101
NM_001259756	dally	3.687
NM_001259760	nwk	-0.825
NM_001259761	nwk	-0.784
NM_001259762	nwk	-0.855
NM_001259763	nwk	-1.026
NM_001259764	PGRP-LC	3.563
NM_001259765	Hsp23	2.809
NM_001259766	CG4080	3.075
NM_001259767	CG4022	0.005
NM_001259768	CG4022	0.233
NM_001259770	fry	2.802
NM_001259771	fry	2.861
NM_001259772	fry	2.842
NM_001259773	nbs	2.387
NM_001259774	nbs	2.338
NM_001259777	CalpB	2.448
NM_001259778	A2bp1	-0.455
NM_001259783	CG32075	2.568
NM_001259784	GlcAT-P	1.823
NM_001259785	GlcAT-P	2.027
NM_001259786	CG42671	2.611
NM_001259787	CG42671	2.616
NM_001259788	CG7394	3.633
NM_001259794	RpL10Ab	9.915
NM_001259795	CycA	-0.841
NM_001259797	CG43064	1.027
NM_001259801	yps	4.747
NM_001259802	app	3.544
NM_001259803	app	3.559
NM_001259804	app	4.297
NM_001259805	CG10616	3.396
NM_001259808	CG14117	1.747
NM_001259816	endos	4.628
NM_001259817	endos	4.717
NM_001259818	CG6650	2.017
NM_001259819	nuf	3.189
NM_001259820	nuf	2.868
NM_001259821	nuf	2.868
NM_001259822	nuf	3.110
NM_001259823	nuf	3.168
NM_001259824	nuf	2.505
NM_001259825	CG43120	4.043
NM_001259826	bbg	4.776
NM_001259828	Mpcp	8.060
NM_001259831	CG5114	3.910
NM_001259832	cp309	0.923
NM_001259833	cp309	0.928
NM_001259840	CG7427	2.775
NM_001259841	CG7427	2.793
NM_001259842	CG7427	2.750
NM_001259847	Dcp2	2.957
NM_001259848	CG18081	3.649
NM_001259849	CG15715	4.564
NM_001259854	Mbs	2.570
NM_001259855	Mbs	2.690
NM_001259856	Mbs	2.642
NM_001259857	Mbs	2.694
NM_001259858	Mbs	3.031
NM_001259860	CG16838	0.876
NM_001259861	CG5151	2.164
NM_001259863	CG4893	5.266
NM_001259864	CG4729	5.584
NM_001259866	mbf1	5.384
NM_001259867	mbf1	5.681
NM_001259868	l(3)73Ah	2.738
NM_001259869	Lasp	3.520
NM_001259870	Lasp	3.803
NM_001259871	Dab	1.003
NM_001259872	Dab	0.918
NM_001259873	Dab	1.103
NM_001259874	CG9674	5.921
NM_001259875	CG9674	5.895
NM_001259876	nudC	3.874
NM_001259877	CG13024	0.591
NM_001259878	CG9669	4.274
NM_001259879	Lmpt	4.441
NM_001259882	scaf6	2.865
NM_001259886	CG32174	2.308
NM_001259887	Eip74EF	1.277
NM_001259888	Pep	4.997
NM_001259892	Eip75B	1.729
NM_001259893	Eip75B	1.507
NM_001259895	ftz-f1	2.122
NM_001259898	CG6852	6.298
NM_001259904	Max	3.583
NM_001259905	ash1	0.898
NM_001259906	kto	1.881
NM_001259907	Rab8	3.876
NM_001259908	Rab8	3.929
NM_001259909	Ac76E	1.515
NM_001259910	CG17233	1.988
NM_001259911	CG17233	2.073
NM_001259912	CG17233	2.063
NM_001259913	CG17233	1.968
NM_001259914	CG17233	1.866
NM_001259916	Toll-9	1.347
NM_001259917	Toll-9	1.394
NM_001259918	fbl	6.021
NM_001259919	fbl	5.793
NM_001259922	Pitslre	3.498
NM_001259923	Pitslre	3.592
NM_001259927	CG10565	4.409
NM_001259928	Ac78C	0.290
NM_001259931	Ilk	2.520
NM_001259933	Eip78C	-1.868
NM_001259934	Eip78C	-1.758
NM_001259936	ebd2	1.784
NM_001259937	rgn	3.117
NM_001259938	Mkrn1	3.279
NM_001259944	mub	2.913
NM_001259945	mub	2.382
NM_001259946	mub	2.297
NM_001259947	mub	2.140
NM_001259948	CG7470	5.996
NM_001259950	srpk79D	0.108
NM_001259951	srpk79D	-0.309
NM_001259952	srpk79D	-0.190
NM_001259953	srpk79D	0.167
NM_001259958	SPoCk	3.284
NM_001259959	jim	2.060
NM_001259961	nrm	0.639
NM_001259962	nrm	1.465
NM_001259964	nrm	1.230
NM_001259968	CG40045	5.397
NM_001259970	CG12582	5.030
NM_001259973	CG34112	4.471
NM_001259974	CG34112	4.183
NM_001259975	CG34112	4.154
NM_001259976	CG31522	6.771
NM_001259977	CG31522	6.587
NM_001259978	CG31522	6.589
NM_001259979	MED31	3.545
NM_001259981	CG12001	2.139
NM_001259982	CG43427	4.338
NM_001259983	CG43427	4.169
NM_001259984	CG43427	4.168
NM_001259985	Nep2	-0.170
NM_001259986	tacc	3.120
NM_001259987	UbcD6	5.083
NM_001259988	UbcD6	5.138
NM_001259989	CG14661	2.473
NM_001259992	corto	1.079
NM_001259993	corto	0.483
NM_001259994	corto	1.604
NM_001259997	CG1115	3.926
NM_001259998	CG1115	3.922
NM_001259999	l(3)82Fd	4.915
NM_001260000	l(3)82Fd	4.548
NM_001260001	l(3)82Fd	5.071
NM_001260002	CG1172	2.983
NM_001260003	sec23	5.050
NM_001260004	sec23	5.055
NM_001260005	sec23	4.977
NM_001260006	CG2082	1.071
NM_001260008	CG1213	8.130
NM_001260009	Rm62	6.121
NM_001260010	Rm62	6.294
NM_001260011	Rm62	6.304
NM_001260012	Rm62	6.400
NM_001260019	CG15186	1.231
NM_001260020	CG15186	1.175
NM_001260021	CG15186	1.017
NM_001260022	CG15186	1.116
NM_001260023	Taf1	2.668
NM_001260024	lab	1.764
NM_001260027	CG1965	2.392
NM_001260028	CG1104	3.523
NM_001260029	lap	2.247
NM_001260030	lap	2.754
NM_001260031	lap	2.196
NM_001260033	alpha-Est10	3.975
NM_001260034	alpha-Est10	4.062
NM_001260036	alpha-Est5	5.879
NM_001260037	Nlg1	-0.446
NM_001260043	Prat	3.388
NM_001260044	CG2678	-0.147
NM_001260046	CG2698	2.849
NM_001260047	CG2698	2.863
NM_001260054	CG9626	1.537
NM_001260055	CG9626	1.541
NM_001260057	CG9603	7.208
NM_001260058	stck	5.419
NM_001260062	CG8112	4.505
NM_001260065	CG11768	1.518
NM_001260067	CG8369	2.528
NM_001260068	CG8369	2.009
NM_001260069	pyd	2.294
NM_001260071	pyd	1.976
NM_001260072	pyd	2.448
NM_001260073	pum	-0.456
NM_001260074	RhoL	6.208
NM_001260075	rump	4.134
NM_001260076	SpdS	2.339
NM_001260077	Scm	1.833
NM_001260081	CG16817	6.825
NM_001260083	Glut4EF	1.492
NM_001260085	Mical	2.178
NM_001260086	Mical	2.338
NM_001260087	Mical	2.170
NM_001260088	Fmr1	2.831
NM_001260089	Best1	3.110
NM_001260090	CG43143	1.707
NM_001260091	CG43143	1.567
NM_001260092	Rfx	0.152
NM_001260093	Rfx	0.453
NM_001260094	Rfx	0.144
NM_001260095	cwo	3.251
NM_001260096	cwo	3.069
NM_001260099	pug	4.205
NM_001260100	fau	4.842
NM_001260101	fau	4.958
NM_001260102	Cad86C	-1.035
NM_001260103	Cad86C	-1.028
NM_001260104	Cad86C	-1.039
NM_001260105	Cad86C	-1.087
NM_001260106	CG42394	3.330
NM_001260107	SelR	2.509
NM_001260108	Tsp86D	1.801
NM_001260111	CG17721	2.363
NM_001260112	CG17721	2.090
NM_001260113	CG31388	0.059
NM_001260114	CG17734	4.379
NM_001260115	pros	-2.391
NM_001260116	pros	-2.483
NM_001260117	pros	-2.399
NM_001260119	CG6744	2.610
NM_001260120	sals	2.110
NM_001260121	sals	2.115
NM_001260122	sals	2.117
NM_001260123	PGRP-LB	5.552
NM_001260124	PGRP-LB	5.504
NM_001260125	PGRP-LB	5.115
NM_001260127	CG6923	2.632
NM_001260129	l(3)neo38	1.146
NM_001260130	l(3)neo38	1.238
NM_001260131	l(3)neo38	1.584
NM_001260132	l(3)neo38	2.026
NM_001260133	l(3)neo38	1.255
NM_001260134	l(3)neo38	1.618
NM_001260135	l(3)neo38	1.148
NM_001260136	l(3)neo38	1.468
NM_001260137	mfas	4.776
NM_001260138	CG14741	0.566
NM_001260139	CG14741	0.527
NM_001260140	CG14741	0.432
NM_001260146	pps	2.046
NM_001260151	CG7518	1.928
NM_001260152	CG7518	1.929
NM_001260159	sqd	4.556
NM_001260161	Abi	2.925
NM_001260162	Abi	2.991
NM_001260166	CG12207	5.508
NM_001260167	CG12207	5.603
NM_001260168	CG12207	5.593
NM_001260169	su(Hw)	2.734
NM_001260170	RpII15	3.584
NM_001260171	pr-set7	1.365
NM_001260172	CG8538	1.376
NM_001260173	CG8538	1.419
NM_001260174	NK7.1	0.967
NM_001260175	l(3)L1231	2.111
NM_001260176	CG43162	2.770
NM_001260177	CG43162	3.031
NM_001260178	CG43162	1.989
NM_001260179	CG43162	2.965
NM_001260180	btsz	1.021
NM_001260182	VhaPPA1-1	7.796
NM_001260183	Mf	5.120
NM_001260184	Mf	6.248
NM_001260185	Mf	6.307
NM_001260190	Tm1	5.596
NM_001260191	Tm1	5.954
NM_001260194	wah	2.351
NM_001260195	wah	2.170
NM_001260196	wah	2.352
NM_001260197	wah	2.145
NM_001260199	srp	0.450
NM_001260200	msps	2.132
NM_001260201	msps	2.126
NM_001260202	msps	2.163
NM_001260203	CG6006	1.403
NM_001260204	CG6006	1.424
NM_001260205	CG6006	1.407
NM_001260206	bor	3.666
NM_001260208	gish	4.045
NM_001260209	gish	4.143
NM_001260210	SF2	4.332
NM_001260216	abd-A	-0.758
NM_001260217	CG8907	6.271
NM_001260219	kuk	0.968
NM_001260220	lute	2.749
NM_001260221	lute	2.722
NM_001260223	CREG	3.965
NM_001260224	sll	2.654
NM_001260226	CG43102	0.208
NM_001260227	CG43102	0.233
NM_001260228	CG43102	0.580
NM_001260247	PP2A-B'	4.947
NM_001260248	PP2A-B'	4.989
NM_001260249	PP2A-B'	4.809
NM_001260250	PP2A-B'	4.275
NM_001260255	CG14299	2.402
NM_001260256	CG42613	-0.322
NM_001260257	CG42613	-0.833
NM_001260258	CG42613	-0.898
NM_001260260	CG5451	2.111
NM_001260261	CG5451	1.989
NM_001260262	cdi	3.933
NM_001260263	CG6040	0.462
NM_001260266	CG5316	2.621
NM_001260268	CG4733	1.527
NM_001260269	CG4733	1.532
NM_001260271	CG17190	3.067
NM_001260272	CG4433	3.437
NM_001260273	cic	2.288
NM_001260274	cic	2.121
NM_001260275	cic	2.712
NM_001260283	Calx	4.175
NM_001260284	Calx	4.228
NM_001260285	Calx	4.286
NM_001260286	Calx	3.852
NM_001260292	Mvl	4.833
NM_001260293	Cortactin	4.629
NM_001260294	Cortactin	4.633
NM_001260295	Cortactin	4.668
NM_001260296	CG5793	4.272
NM_001260297	CG5793	5.404
NM_001260298	Ubpy	2.608
NM_001260299	mod(mdg4)	4.659
NM_001260300	mod(mdg4)	4.659
NM_001260302	CG31431	4.031
NM_001260303	CG31431	4.285
NM_001260304	SKIP	-1.808
NM_001260305	SKIP	-1.827
NM_001260306	CG7084	3.256
NM_001260308	CG5380	1.726
NM_001260310	CG5315	6.332
NM_001260311	loco	2.231
NM_001260312	loco	2.395
NM_001260313	loco	2.333
NM_001260314	CG6954	1.201
NM_001260315	CG6954	1.635
NM_001260316	CG6954	1.627
NM_001260322	Nha2	3.983
NM_001260323	p53	2.491
NM_001260324	unk	1.118
NM_001260325	unk	1.025
NM_001260326	unk	0.757
NM_001260327	cnc	5.320
NM_001260328	cnc	5.329
NM_001260329	cnc	5.126
NM_001260330	cnc	4.834
NM_001260331	cnc	4.798
NM_001260332	cnc	5.125
NM_001260333	cnc	5.122
NM_001260334	CG13827	2.757
NM_001260335	ATPsyn-Cf6	6.884
NM_001260337	Nup98	2.793
NM_001260338	mbc	2.874
NM_001260342	sba	1.206
NM_001260343	CG12268	3.006
NM_001260344	AP-1sigma	4.616
NM_001260345	AP-1sigma	4.629
NM_001260346	CG31140	-0.662
NM_001260347	Rab7	6.606
NM_001260348	Rab7	6.627
NM_001260349	CG18428	2.471
NM_001260350	Spase22-23	4.297
NM_001260351	mask	2.727
NM_001260352	CG6364	2.897
NM_001260353	CG6364	2.964
NM_001260354	CG6364	3.020
NM_001260355	crb	2.161
NM_001260357	CG5789	3.321
NM_001260358	Esyt2	2.807
NM_001260359	mld	0.364
NM_001260360	mld	0.346
NM_001260363	ash2	3.537
NM_001260367	HdacX	2.859
NM_001260372	RpS27	9.678
NM_001260373	Nup358	3.445
NM_001260378	CG31091	4.783
NM_001260380	gro	2.641
NM_001260381	CG31323	2.007
NM_001260383	CG31086	7.006
NM_001260384	CG6073	3.077
NM_001260388	CG6490	-2.985
NM_001260389	scrib	3.572
NM_001260390	scrib	3.920
NM_001260391	scrib	3.593
NM_001260392	scrib	3.499
NM_001260393	scrib	3.805
NM_001260394	sda	3.041
NM_001260395	CG31075	5.215
NM_001260396	CG6051	3.516
NM_001260397	woc	3.134
NM_001260398	mrt	3.114
NM_001260399	mrt	3.113
NM_001260400	mrt	3.069
NM_001260401	mrt	3.101
NM_001260402	mrt	3.115
NM_001260410	Klp98A	1.437
NM_001260414	CG5508	3.301
NM_001260417	larp	4.398
NM_001260418	larp	4.279
NM_001260419	larp	4.279
NM_001260421	CG9990	4.111
NM_001260422	CG9990	4.089
NM_001260423	AR-2	3.221
NM_001260424	Doa	3.331
NM_001260425	Doa	3.465
NM_001260427	alph	4.354
NM_001260429	CG7582	2.202
NM_001260431	CG1969	3.468
NM_001260432	CG1969	3.350
NM_001260433	RpS8	10.521
NM_001260437	Fer1HCH	9.683
NM_001260438	Fer1HCH	9.632
NM_001260439	aralar1	5.212
NM_001260442	tmod	3.323
NM_001260443	tmod	3.105
NM_001260444	tmod	3.239
NM_001260448	CanA1	0.358
NM_001260449	CanA1	-0.047
NM_001260450	CG15556	2.768
NM_001260451	CG15556	2.772
NM_001260453	CG1746	8.177
NM_001260454	CG1746	8.313
NM_001260455	CG1746	9.053
NM_001260456	CG12054	2.491
NM_001260457	CG12054	2.153
NM_001260458	faf	3.852
NM_001260459	faf	3.819
NM_001260460	faf	3.734
NM_001260461	faf	3.870
NM_001260462	CG2118	3.104
NM_001260463	CG2118	2.865
NM_001260469	heph	-0.240
NM_001260470	heph	-0.360
NM_001260471	krz	2.928
NM_001260472	mod	5.944
NM_057217	Gpdh	7.288
NM_057218	Gpdh	7.224
NM_057219	Gpdh	7.227
NM_057220	grk	1.219
NM_057222	Gs1	5.067
NM_057224	her	2.368
NM_057225	hk	2.982
NM_057227	Hsf	3.111
NM_057228	hth	0.090
NM_057230	hth	0.734
NM_057233	ImpL3	4.834
NM_057238	Jra	4.153
NM_057241	kel	1.808
NM_057242	Khc	4.611
NM_057243	kz	1.286
NM_057245	l(1)1Bi	2.232
NM_057246	ifc	6.404
NM_057247	eIF-4a	8.992
NM_057248	Sop2	5.586
NM_057249	Sos	2.128
NM_057250	stc	3.153
NM_057251	stc	3.132
NM_057252	esg	2.117
NM_057254	Gli	2.999
NM_057255	AnnIX	6.018
NM_057256	AnnIX	5.983
NM_057257	crp	3.490
NM_057258	Lim3	1.566
NM_057259	l(2)37Cc	5.770
NM_057260	CG10561	1.684
NM_057261	Aats-asp	6.515
NM_057262	dre4	3.205
NM_057263	sas	0.470
NM_057265	lab	1.865
NM_057266	lace	4.199
NM_057267	AnnX	2.316
NM_057268	Lam	2.830
NM_057269	LanA	0.908
NM_057270	LanB1	2.307
NM_057277	Mal-A2	8.014
NM_057278	Appl	-1.658
NM_057279	Mal-A1	12.093
NM_057280	Mal-A3	8.653
NM_057281	RpL36	9.828
NM_057282	RpLP1	10.882
NM_057283	RpL19	10.183
NM_057284	RpS3	9.999
NM_057286	mei-S332	-0.134
NM_057288	mago	3.696
NM_057289	Aprt	3.615
NM_057291	Mlc1	6.624
NM_057292	Mlc1	6.844
NM_057293	mle	2.487
NM_057295	Mp20	7.408
NM_057298	Chrac-14	2.757
NM_057299	Chrac-14	0.856
NM_057302	nau	0.989
NM_057303	ncd	-0.496
NM_057304	neur	2.407
NM_057311	nub	3.429
NM_057313	okr	0.630
NM_057317	arm	5.103
NM_057318	arm	5.109
NM_057319	pAbp	7.399
NM_057324	Pcl	1.257
NM_057326	peb	3.532
NM_057328	Pgk	6.231
NM_057334	Pkc53E	0.438
NM_057336	pn	2.730
NM_057339	Ptp61F	3.534
NM_057340	Ptp61F	3.251
NM_057343	Pros29	5.400
NM_057345	abd-A	-0.601
NM_057349	pyd	2.671
NM_057351	Ras85D	3.846
NM_057352	ref(2)P	6.447
NM_057357	rod	-0.245
NM_057358	RpII140	3.994
NM_057360	RpI135	1.830
NM_057364	RanGap	2.514
NM_057366	sgg	4.106
NM_057367	sgg	4.508
NM_057368	sgg	3.856
NM_057373	Shaw	0.221
NM_057374	shg	2.292
NM_057375	shn	2.163
NM_057376	shn	2.151
NM_057377	sina	1.973
NM_057378	sl	1.544
NM_057379	sli	-0.136
NM_057380	sli	-0.156
NM_057381	sli	-0.133
NM_057383	sm	0.613
NM_057387	Sod	8.064
NM_057388	sog	1.218
NM_057389	sol	2.706
NM_057390	sol	2.605
NM_057391	alpha-Spec	4.754
NM_057397	Btk29A	1.316
NM_057398	Btk29A	1.254
NM_057402	sta	9.668
NM_057403	stau	2.100
NM_057405	Su(dx)	4.446
NM_057406	su(s)	2.141
NM_057407	Su(var)205	5.059
NM_057408	su(w[a])	4.628
NM_057410	Egfr	1.972
NM_057411	Egfr	1.966
NM_057412	Top2	2.673
NM_057413	awd	7.832
NM_057415	tra2	2.891
NM_057416	tra2	3.031
NM_057417	tra2	2.762
NM_057418	tra2	2.744
NM_057421	trx	0.550
NM_057422	trx	0.646
NM_057423	alphaTry	12.818
NM_057424	alphaTub84B	7.427
NM_057425	tud	3.322
NM_057426	tup	0.908
NM_057427	tup	0.948
NM_057428	RpL40	10.430
NM_057429	Axs	0.981
NM_057430	RpS27A	10.891
NM_057432	ush	-0.563
NM_057433	usp	3.000
NM_057438	vnd	4.613
NM_057442	wb	-1.189
NM_057453	Vha16-1	9.515
NM_057456	gammaTub23C	1.181
NM_057457	mts	6.342
NM_057458	Hrb87F	4.350
NM_057459	Hrb87F	4.786
NM_057460	Dpt	-1.049
NM_057465	porin	7.872
NM_057466	18w	0.132
NM_057468	Ptp99A	1.991
NM_057469	neb	0.012
NM_057471	alpha-Adaptin	3.225
NM_057472	Vinc	2.988
NM_057473	tam	0.284
NM_057475	LysD	9.309
NM_057479	LysE	8.267
NM_057480	LysP	3.266
NM_057484	Ca-P60A	5.479
NM_057485	Dbp73D	1.528
NM_057490	Cbp53E	3.277
NM_057492	ex	1.609
NM_057493	Rrp1	-0.377
NM_057500	CycC	3.210
NM_057501	Src42A	3.828
NM_057503	Plc21C	1.963
NM_057504	Plc21C	1.995
NM_057505	bic	7.345
NM_057508	Cys	7.442
NM_057509	R	4.748
NM_057510	drk	3.614
NM_057511	N	-1.544
NM_057512	Pgd	6.231
NM_057513	mus210	2.123
NM_057516	retn	1.764
NM_057518	Xpac	0.930
NM_057519	Gprk2	2.137
NM_057520	Su(H)	-0.201
NM_057521	Hrb27C	5.866
NM_057523	ph-p	0.622
NM_057526	RpS2	9.814
NM_057529	hts	3.793
NM_057532	tws	4.430
NM_057533	tws	3.813
NM_057534	sob	1.484
NM_057535	bowl	2.796
NM_057537	14-3-3zeta	7.535
NM_057538	Arf84F	3.004
NM_057539	Hnf4	4.210
NM_057540	TfIIB	3.503
NM_057542	por	1.439
NM_057543	U2af50	4.256
NM_057544	ewg	2.002
NM_057545	yemalpha	0.499
NM_057546	Sox14	2.421
NM_057548	msl-1	1.531
NM_057549	ple	2.926
NM_057550	ple	2.966
NM_057551	robo	-0.503
NM_057552	wdn	2.058
NM_057553	brn	1.117
NM_057554	Pabp2	3.776
NM_057558	Cry	2.445
NM_057559	Cyp4d1	3.629
NM_057560	Vha55	8.256
NM_057561	spi	3.423
NM_057568	Bsg25D	2.381
NM_057569	noc	2.935
NM_057577	Sod2	5.682
NM_057579	Dbp45A	3.345
NM_057581	Nmdmc	1.496
NM_057582	Nmdmc	1.657
NM_057584	Hr39	2.059
NM_057585	Hr39	1.874
NM_057586	Myo61F	7.663
NM_057588	Rbp9	2.079
NM_057589	Rbp9	2.102
NM_057590	RpS13	9.974
NM_057591	Trf	1.798
NM_057592	Uch	4.596
NM_057594	cact	5.104
NM_057595	cact	4.661
NM_057597	brat	-0.029
NM_057598	pigeon	1.246
NM_057600	dap	0.659
NM_057602	Rac1	4.743
NM_057603	140up	2.917
NM_057604	Map60	1.135
NM_057605	Ace	1.822
NM_057606	cad	3.778
NM_057607	Arf79F	7.367
NM_057608	Taf1	2.714
NM_057609	Taf5	2.325
NM_057611	CycE	-2.625
NM_057615	RpL27A	10.740
NM_057616	RpS18	10.164
NM_057617	Sdc	3.828
NM_057618	capu	3.851
NM_057619	TfIIS	3.917
NM_057620	TpnC47D	5.420
NM_057621	Vha14-1	7.795
NM_057623	pll	2.321
NM_057625	Fkbp13	5.874
NM_057626	Dcp-1	4.285
NM_057627	wal	6.347
NM_057628	dock	1.668
NM_057630	lwr	4.871
NM_057631	ppan	2.654
NM_057632	sgl	5.616
NM_057633	dia	3.749
NM_057634	pelo	3.747
NM_057637	ox	6.906
NM_057638	poe	3.111
NM_057643	Rya-r44F	-0.091
NM_057644	Rya-r44F	-0.105
NM_057645	Rya-r44F	-0.091
NM_057646	Rya-r44F	-0.105
NM_057647	TfIIA-L	4.416
NM_057648	TfIIA-L	4.482
NM_057651	babo	3.000
NM_057652	babo	3.022
NM_057653	Rsf1	3.434
NM_057654	mtacp1	6.274
NM_057655	mtacp1	6.379
NM_057657	cpb	4.716
NM_057658	Cdc37	4.508
NM_057660	Trp1	5.287
NM_057663	grp	2.385
NM_057664	ine	3.793
NM_057665	ine	4.249
NM_057666	La	4.467
NM_057668	chic	8.190
NM_057669	Mad	3.396
NM_057670	Mef2	1.717
NM_057671	Mef2	2.134
NM_057672	Mef2	1.890
NM_057673	Mef2	2.096
NM_057676	insc	1.022
NM_057679	RnrL	-0.343
NM_057682	cin	3.236
NM_057683	tmod	3.770
NM_057684	tmod	3.667
NM_057685	Tig	-1.541
NM_057686	tsr	8.160
NM_057687	wee	1.369
NM_057691	Dp	4.290
NM_057692	oaf	1.746
NM_057694	Chc	5.157
NM_057695	CG4038	4.213
NM_057698	Ance	8.299
NM_057699	CalpA	2.255
NM_057700	CalpA	2.432
NM_057701	Gp150	7.684
NM_057706	RpL11	10.057
NM_057711	bcn92	3.509
NM_057714	klu	-0.047
NM_057716	pnut	3.603
NM_057719	Mtor	2.544
NM_057720	cni	5.422
NM_057721	sw	2.392
NM_057722	sw	2.337
NM_057723	sw	2.326
NM_057724	sw	2.320
NM_057725	sw	2.309
NM_057726	sw	2.419
NM_057727	sw	2.294
NM_057728	sw	2.339
NM_057729	sw	2.343
NM_057730	sw	2.293
NM_057731	sw	2.328
NM_057732	Cdk5	3.426
NM_057733	CG5210	5.239
NM_057734	Chi	2.359
NM_057736	cnn	0.594
NM_057738	PR2	0.913
NM_057739	PR2	0.903
NM_057741	Pk92B	3.296
NM_057742	Rab2	5.580
NM_057743	Act87E	4.879
NM_057744	cos	0.402
NM_057746	Rel	4.110
NM_057750	Rho1	7.407
NM_057751	Rlb1	2.416
NM_057753	SdhB	6.210
NM_057757	crm	0.939
NM_057758	barr	0.705
NM_057766	noi	3.131
NM_057768	Cng	-0.227
NM_057769	Cyp4e2	5.805
NM_057770	crn	2.619
NM_057773	Mcm2	-0.560
NM_057774	Mlp84B	4.657
NM_057775	Psi	2.946
NM_057779	Iap2	4.055
NM_057780	Nap1	6.792
NM_057782	csw	2.263
NM_057783	csw	1.453
NM_057785	Pi3K59F	2.701
NM_057786	RpL22	9.154
NM_057787	Srp19	4.384
NM_057788	Ssb-c31a	5.023
NM_057789	UbcD2	3.402
NM_057791	drl	0.973
NM_057796	mbc	2.901
NM_057799	yin	2.225
NM_057800	yin	2.219
NM_057802	dare	3.049
NM_057804	Apc	1.649
NM_057805	toc	0.805
NM_057806	Cyt-b5-r	3.512
NM_057808	Clp	1.838
NM_057809	Cnx99A	5.807
NM_057810	Cpr	6.889
NM_057811	Hmu	5.380
NM_057812	Lis-1	4.100
NM_057813	RpL9	10.025
NM_057814	lic	3.840
NM_057815	Mpk2	4.341
NM_057816	Cyt-c-d	1.555
NM_057817	Nak	2.984
NM_057818	Nak	2.814
NM_057819	nrv1	7.460
NM_057820	nrv2	1.573
NM_057821	nrv2	2.192
NM_057822	Rab11	6.444
NM_057823	Rab14	3.883
NM_057824	Rab6	4.919
NM_057825	Reg-5	3.113
NM_057826	rtGEF	2.263
NM_057828	Cyt-c-p	7.412
NM_057829	Vang	1.561
NM_057830	Xpd	1.409
NM_057831	apt	2.347
NM_057832	apt	2.486
NM_057836	csul	2.449
NM_057837	dpa	-0.429
NM_057838	didum	3.244
NM_057839	kuz	-0.229
NM_057841	da	3.024
NM_057842	vkg	-0.655
NM_057843	vri	2.818
NM_057845	wun	4.586
NM_057846	ATPsyn-Cf6	7.336
NM_057847	Acer	1.858
NM_057848	Cdk4	2.884
NM_057849	Chd1	2.963
NM_057854	Prosalpha5	5.069
NM_057855	RpL29	9.962
NM_057856	angel	1.809
NM_057857	snRNP-U1-70K	3.436
NM_057858	sktl	3.948
NM_057859	cag	1.646
NM_057860	U2af38	3.577
NM_057861	T3dh	3.299
NM_057862	SdhA	5.479
NM_057863	Ric	2.383
NM_057864	ade2	2.526
NM_057865	Pkg21D	2.144
NM_057866	Rca1	0.572
NM_057867	Pdk	5.741
NM_057868	Nacalpha	8.374
NM_057869	CoVa	7.550
NM_057870	lok	2.432
NM_057871	lok	2.340
NM_057873	colt	5.430
NM_057874	Surf4	5.719
NM_057875	SamDC	3.222
NM_057876	Dhod	4.652
NM_057877	Phm	4.629
NM_057878	Cdk9	0.273
NM_057880	Gs1l	4.443
NM_057881	Gs1l	4.144
NM_057882	Gcn2	2.013
NM_057883	ttv	1.250
NM_057891	drongo	4.037
NM_057892	dbe	3.564
NM_057893	dve	3.793
NM_057894	dve	3.592
NM_057895	crol	3.484
NM_057896	crol	3.434
NM_057897	crol	3.387
NM_057898	CG4050	2.007
NM_057899	TppII	4.459
NM_057901	Dredd	3.543
NM_057902	Dredd	3.593
NM_057903	Dredd	3.500
NM_057906	pug	4.246
NM_057907	Nrk	-0.714
NM_057908	Idgf3	4.181
NM_057909	Idgf2	4.391
NM_057910	Idgf1	2.114
NM_057911	Elf	5.095
NM_057912	Dad	2.505
NM_057914	Amyrel	4.312
